date,actual_sales,predicted_sales,error,absolute_error,percentage_error
2017-07-10,804158.8610365,731119.3503254529,73039.5107110471,73039.5107110471,9.082721617579976
2017-07-11,730534.767701,704297.5011866568,26237.26651434321,26237.26651434321,3.5915151029583634
2017-07-12,748799.9959087,728730.9137171326,20069.082191567402,20069.082191567402,2.6801659056117826
2017-07-13,629651.3629294999,616720.1874139174,12931.175515582552,12931.175515582552,2.053704045905546
2017-07-14,765489.6173932999,709744.6085268906,55745.008866409305,55745.008866409305,7.282268446205214
2017-07-15,969077.125075,912551.5080929978,56525.61698200216,56525.61698200216,5.832932748012958
2017-07-16,1100803.699023,987350.0768572163,113453.62216578366,113453.62216578366,10.306435404103159
2017-07-17,818325.522149,767271.7493133533,51053.77283564664,51053.77283564664,6.238809795590221
2017-07-18,730133.70894,723671.2898428732,6462.419097126811,6462.419097126811,0.8851007723652259
2017-07-19,767978.778078,717467.2332443286,50511.5448336713,50511.5448336713,6.57720581291129
2017-07-20,688288.067857,659653.1824692182,28634.88538778189,28634.88538778189,4.160305361233013
2017-07-21,782418.2992188,693869.275299814,88549.02391898609,88549.02391898609,11.317350834891927
2017-07-22,932902.046681,920618.960687641,12283.085993358982,12283.085993358982,1.316653343945241
2017-07-23,1024288.741245,1012347.8303881517,11940.91085684835,11940.91085684835,1.1657758575315824
2017-07-24,816564.327096,691458.4830101136,125105.84408588638,125105.84408588638,15.321002881770296
2017-07-25,713581.632609,704923.3207552859,8658.311853714054,8658.311853714054,1.2133596855705915
2017-07-26,740653.044167,691214.6264228129,49438.417744187056,49438.417744187056,6.674976648450776
2017-07-27,659849.8270588,576745.9870266422,83103.84003215784,83103.84003215784,12.594356567854698
2017-07-28,835099.6822035,699667.6186360897,135432.06356741022,135432.06356741022,16.21747277044319
2017-07-29,1032310.865737,899015.2128234389,133295.6529135611,133295.6529135611,12.91235589372558
2017-07-30,1123752.4779517,997820.4314682947,125932.0464834054,125932.0464834054,11.206386544565918
2017-07-31,885856.8408705,844167.8318427706,41689.00902772939,41689.00902772939,4.706066161521436
2017-08-01,988527.763204,810361.4335400988,178166.32966390112,178166.32966390112,18.023401698545253
2017-08-02,964712.016051,838228.3738208145,126483.64223018545,126483.64223018545,13.11102589433268
2017-08-03,728068.485132,641124.116385805,86944.36874619499,86944.36874619499,11.941784395520408
2017-08-04,827775.686128,741224.4372921891,86551.24883581093,86551.24883581093,10.455881984244145
2017-08-05,965693.650492,986508.6903668401,-20815.039874840062,20815.039874840062,2.1554495946240557
2017-08-06,1049559.164277,1041241.3305356632,8317.833741336712,8317.833741336712,0.7925073711367705
2017-08-07,797464.963817,737099.6891338781,60365.27468312194,60365.27468312194,7.5696459934977645
2017-08-08,717766.3491055,704254.1929281907,13512.156177309342,13512.156177309342,1.8825285128159823
2017-08-09,734139.67401,730939.3996556312,3200.2743543687975,3200.2743543687975,0.4359217282030729
2017-08-10,651386.9119697,596394.9382741482,54991.97369555186,54991.97369555186,8.44229024026044
2017-08-11,826373.722022,712489.8442142924,113883.87780770764,113883.87780770764,13.781159150251366
2017-08-12,792630.5350785,876249.3307586648,-83618.79568016471,83618.79568016471,10.5495299486391
2017-08-13,865639.677471,841209.1270178619,24430.550453138072,24430.550453138072,2.8222540034801633
2017-08-14,760922.4060808,704368.2748362784,56554.13124452159,56554.13124452159,7.4323125186717505
2017-08-15,762661.935939,730786.182236675,31875.75370232493,31875.75370232493,4.179539085437516
